id,salary
31747,3315609.0
31748,4169106.2
31749,3906235.5
31750,14340730.0
31751,8231521.0
31752,5522618.5
31753,5337774.5
31754,19362650.0
31755,5269437.0
31756,8782985.0
31757,4228715.5
31758,3758531.5
31759,3697333.2
31760,15823445.0
31761,5227889.0
31762,5674003.5
31763,5742246.0
31764,6368079.0
31765,3529207.5
31766,5460661.0
31767,2223283.8
31768,6686821.5
31769,4239303.0
31770,9911309.0
31771,4556540.5
31772,5748828.0
31773,7340148.5
31774,5546621.5
31775,9127983.0
31776,7118995.0
31777,5076341.0
31778,4655280.0
31779,10706123.0
31780,14014785.0
31781,4430429.0
31782,10234579.0
31783,4225080.5
31784,3575239.8
31785,8896466.0
31786,5147265.0
31787,4628054.5
31788,4645325.5
31789,6848406.5
31790,3119769.0
31791,5400860.5
31792,3050409.8
31793,17173044.0
31794,6494562.5
31795,5762270.5
31796,6212306.5
31797,2565724.2
31798,4055326.2
31799,5256779.5
31800,3246602.0
31801,8048418.5
31802,4393732.5
31803,5719025.0
31804,4501945.5
31805,4122530.0
31806,4497766.5
31807,5992290.0
31808,4055326.2
31809,11889244.0
31810,4828904.0
31811,2658256.2
31812,5584131.0
31813,4509984.0
31814,17818410.0
31815,5494467.5
31816,4690550.0
31817,14027455.0
31818,3197434.8
31819,8649169.0
31820,5310594.0
31821,4723421.0
31822,7557194.5
31823,7522076.5
31824,4122530.0
31825,22684714.0
31826,8994680.0
31827,13944145.0
31828,4723421.0
31829,8196363.0
31830,4055326.2
31831,4408802.5
31832,3552263.5
31833,5898357.0
31834,3563705.0
31835,12285174.0
31836,8223828.5
31837,7683060.5
31838,10717210.0
31839,7557194.5
31840,4666930.5
31841,5103894.5
31842,6192059.0
31843,11730482.0
31844,3945554.8
31845,6752149.5
31846,10620090.0
31847,3380301.2
31848,5425940.0
31849,9727256.0
31850,6972988.5
31851,4065957.2
31852,5093230.0
31853,3537519.0
31854,5608789.0
31855,3631851.2
31856,5283267.5
31857,15259340.0
31858,4836259.5
31859,4095424.2
