id,salary
31747,6908421.0
31748,4219690.5
31749,3686924.8
31750,14411755.0
31751,7687106.0
31752,5961750.0
31753,5781974.0
31754,20091482.0
31755,5837588.0
31756,8538039.0
31757,4977382.5
31758,3736875.0
31759,3771952.0
31760,15437394.0
31761,4528778.0
31762,6365980.5
31763,5600048.0
31764,6140467.5
31765,4044281.0
31766,5329842.0
31767,2364932.5
31768,6511228.5
31769,4516575.0
31770,12041923.0
31771,4249493.0
31772,5511250.5
31773,7231448.0
31774,5945422.5
31775,8834109.0
31776,7818931.5
31777,5318050.5
31778,4451521.0
31779,10786623.0
31780,14391532.0
31781,4486210.5
31782,11220684.0
31783,4308312.5
31784,4934689.5
31785,7544446.0
31786,4976738.5
31787,4876165.0
31788,4457788.5
31789,7523986.5
31790,4341154.5
31791,4537030.5
31792,3120941.0
31793,12557679.0
31794,7527102.5
31795,5249708.5
31796,8215420.5
31797,2995512.5
31798,4167356.8
31799,5399895.5
31800,4402931.0
31801,7855418.5
31802,4524584.0
31803,6803509.0
31804,4608762.0
31805,4119525.2
31806,4615575.5
31807,5910428.5
31808,4167356.8
31809,11866770.0
31810,5026970.5
31811,2640485.2
31812,5930720.0
31813,3487274.2
31814,18675970.0
31815,5146462.0
31816,5285538.5
31817,14182955.0
31818,4365408.0
31819,9737063.0
31820,5526933.0
31821,3914816.2
31822,7628935.5
31823,7428148.0
31824,4119525.2
31825,20609494.0
31826,6752516.5
31827,13888762.0
31828,3914816.2
31829,7473810.5
31830,4167356.8
31831,5574098.0
31832,3820751.5
31833,6108605.5
31834,3560966.5
31835,10645877.0
31836,7161648.5
31837,6733944.0
31838,9444085.0
31839,7628935.5
31840,4070703.0
31841,5018882.0
31842,5925189.0
31843,14068564.0
31844,3651488.2
31845,6591648.0
31846,11120968.0
31847,3279169.8
31848,5520215.0
31849,7685576.0
31850,6434216.0
31851,4330193.0
31852,5259130.5
31853,3501663.5
31854,5502670.0
31855,3776729.0
31856,5343119.5
31857,14493671.0
31858,5042053.0
31859,3964104.8
31860,10022254.0
31861,5434280.5
31862,4337537.0
31863,9455964.0
31864,3671243.0
31865,5114542.5
31866,10065928.0
31867,4608762.0
31868,7044189.5
31869,3120941.0
31870,4718770.5
31871,9877613.0
31872,4797730.0
31873,5015516.5
31874,6088850.0
31875,4667407.0
31876,3131732.2
31877,4047746.8
31878,4157575.8
31879,3253108.8
31880,4402080.5
31881,19180640.0
31882,6538618.5
31883,3004095.8
31884,6364860.5
31885,6203999.5
31886,4283888.5
31887,6627802.5
31888,4713787.0
31889,6312250.5
31890,13091237.0
31891,37091216.0
31892,2358328.0
31893,3560966.5
31894,6663957.5
31895,3881769.8
31896,6075636.0
31897,6162715.5
31898,5356935.0
31899,4378780.0
31900,7415920.0
31901,5750034.5
31902,8546030.0
31903,8795624.0
31904,6754835.0
31905,4694626.5
31906,8759595.0
31907,3498438.8
31908,3857405.8
31909,9605020.0
31910,3548271.0
31911,3088578.2
31912,5718148.0
31913,6627848.0
31914,13116698.0
31915,5384429.0
31916,4694626.5
31917,6083827.0
31918,3560966.5
31919,4273816.5
31920,4318192.5
31921,9657734.0
31922,3120941.0
31923,4407947.0
31924,4241225.5
31925,5384429.0
31926,5799775.5
31927,8868407.0
31928,9421647.0
31929,7687106.0
31930,4123605.2
31931,6466178.5
31932,6077974.0
31933,5104559.5
31934,5175581.0
31935,4749523.5
31936,3293642.8
31937,3726419.2
31938,5855888.5
31939,2930257.8
31940,4170731.2
31941,6809666.5
31942,9066372.0
31943,5910057.5
31944,12892582.0
31945,7880754.0
31946,11367285.0
31947,6918302.5
31948,5226689.5
31949,5024212.5
31950,7233349.0
31951,13304835.0
31952,3789472.5
31953,13304835.0
31954,3293642.8
31955,5340380.0
31956,5874930.5
31957,4259780.5
31958,13406823.0
31959,6302054.0
31960,5039509.0
31961,3735692.2
31962,4246167.5
31963,4779842.5
31964,6570762.5
31965,9403133.0
31966,7384254.0
31967,5024212.5
31968,7836498.0
31969,11318404.0
31970,3824713.0
31971,5588917.5
31972,5928519.0
31973,5147680.0
31974,4226398.0
31975,14634504.0
31976,5808643.5
31977,5747283.0
31978,3989488.0
31979,13121313.0
31980,5098996.5
31981,3697182.2
31982,4976738.5
31983,10759386.0
31984,6565167.0
31985,5310141.0
31986,3727818.8
31987,13580419.0
31988,7559110.5
31989,4228813.5
31990,12568745.0
31991,6908052.0
31992,20973452.0
31993,4119525.2
31994,4850856.5
31995,23106830.0
31996,6627802.5
31997,5123028.0
31998,3367800.0
31999,10506345.0
32000,5425086.5
32001,6359180.5
32002,3660936.2
32003,3192180.8
32004,6734557.0
32005,5747283.0
32006,5311284.0
32007,7206735.5
32008,4993003.0
32009,4152571.2
32010,6090337.0
32011,5522942.5
32012,8239266.0
32013,7413838.0
32014,6359180.5
32015,4545337.5
32016,11458078.0
32017,7622892.5
32018,5709579.0
32019,22114384.0
32020,5433224.5
32021,8997274.0
32022,4476171.0
32023,9834796.0
32024,9539091.0
32025,9120517.0
32026,17707874.0
32027,4812750.0
32028,4694626.5
32029,10016003.0
32030,3412334.2
32031,4516575.0
32032,10508867.0
32033,14962587.0
32034,3120941.0
32035,3951335.8
32036,5505024.0
32037,10577903.0
32038,5887030.5
32039,11046745.0
32040,5881668.5
32041,4845952.0
32042,14113073.0
32043,9296526.0
32044,4775415.5
32045,11421476.0
32046,14484497.0
32047,3540379.2
32048,3501663.5
32049,6550666.0
32050,6195658.0
32051,4123009.0
32052,7039652.5
32053,11284495.0
32054,25550036.0
32055,7253055.5
32056,5441820.5
32057,4825893.0
32058,11150248.0
32059,3981844.2
32060,7402885.5
32061,5686163.5
32062,7628935.5
32063,4917893.0
32064,5137560.5
32065,6944651.0
32066,5121384.5
32067,4466025.0
32068,3718771.2
32069,3203883.8
32070,4645370.5
32071,6514781.0
32072,5573830.5
32073,5840883.5
32074,5350828.0
32075,6145616.0
32076,12833416.0
32077,4713787.0
32078,11357687.0
32079,3660936.2
32080,6976501.0
32081,4750681.5
32082,4712025.0
32083,12307054.0
32084,4884978.0
32085,3224684.5
32086,6511228.5
32087,4708974.5
32088,4435224.5
32089,4289302.0
32090,5473643.0
32091,4564850.0
32092,7386186.5
32093,15230032.0
32094,3952257.0
32095,5731812.5
32096,4643601.0
32097,4338530.5
32098,4451521.0
32099,4099362.5
32100,3316261.2
32101,3062996.2
32102,18972560.0
32103,5041560.0
32104,7720803.5
32105,5298505.0
32106,5939464.0
32107,9428020.0
32108,6552380.5
32109,6622911.0
32110,4504018.0
32111,5863070.0
32112,8141072.0
32113,5416469.5
32114,5117355.0
32115,6252213.0
32116,3752055.0
32117,8396597.0
32118,9787496.0
32119,5614962.0
32120,7668789.0
32121,11345186.0
32122,3811668.5
32123,6120616.5
32124,21615270.0
32125,8355257.5
32126,5041556.0
32127,4735692.5
32128,18652476.0
32129,7173604.5
32130,4947378.5
32131,4281329.5
32132,3560966.5
32133,4146501.5
32134,4836932.0
32135,30166010.0
