id,salary
31747,4243767.790403439
31748,4065073.392895963
31749,4391097.151580589
31750,11520403.91375037
31751,9646716.558651242
31752,9184523.880097704
31753,5791508.146349651
31754,18891764.504476693
31755,5820726.490665147
31756,8032094.0692951325
31757,6585222.701272344
31758,3158450.982883323
31759,4119430.1912008
31760,14532560.595953692
31761,7585070.916140623
31762,3336290.950975671
31763,4916901.343925495
31764,6053983.985695945
31765,5070775.741635389
31766,5296825.196637168
31767,3069745.619087731
31768,7472045.598164389
31769,4600618.895563797
31770,11485118.396178868
31771,3994382.787456015
31772,5842113.273761011
31773,6305886.235797698
31774,6651599.075369882
31775,7827547.623761229
31776,8183904.477109203
31777,4962972.11872988
31778,3881932.0229778457
31779,10797411.813433211
31780,13734552.739828939
31781,4798501.236457718
31782,7748820.022818863
31783,4712135.549837248
31784,4074908.114002138
31785,7796271.714683593
31786,5225552.769091422
31787,4966263.310833009
31788,3878440.7074953
31789,5155985.236305342
31790,5130985.655569585
31791,5652221.620339946
31792,2954808.979756765
31793,9365694.66334122
31794,7765509.717079159
31795,4881008.353841345
31796,10224892.377198577
31797,2719598.088144755
31798,4834490.170075467
31799,6211040.820432942
31800,4672964.032369945
31801,7536970.72317967
31802,4615040.567917017
31803,6103590.883279374
31804,4491463.135219953
31805,3329136.941007486
31806,4565496.641633545
31807,5993352.729860691
31808,4007406.917721076
31809,12106290.224214183
31810,4957636.93658774
31811,2956236.2147573014
31812,5681242.301614576
31813,4165468.0686327945
31814,17571755.38478435
31815,5282672.037908069
31816,4516209.935803352
31817,14283854.686898882
31818,2848171.3930849778
31819,10531045.528953217
31820,6364371.01288836
31821,4568896.298263392
31822,7950653.959694801
31823,8115626.382573312
31824,3329136.941007486
31825,22813349.49684455
31826,6469466.123722142
31827,14319962.397214467
31828,4568896.298263392
31829,7218169.534719387
31830,3931831.3433519634
31831,4846918.318547301
31832,3385055.556623827
31833,6204839.0244977875
31834,3992863.7221761215
31835,10826220.412170598
31836,7258366.163811023
31837,8748904.25447444
31838,8819098.140718507
31839,7950653.959694801
31840,4852701.460693727
31841,4881188.927022211
31842,4255767.759416316
31843,12066824.832555363
31844,3998015.6863479502
31845,6875852.520208109
31846,12667745.361652516
31847,3346262.691324189
31848,5822037.137180359
31849,10830527.157194445
31850,7818787.26272938
31851,4766270.142531083
31852,5015047.153786823
31853,3645653.9408729523
31854,5178105.454837077
31855,3195081.2486846563
31856,4789776.997736251
31857,12723749.76617326
31858,4028922.371148226
31859,3538470.100624782
31860,13545614.504086114
31861,5711412.053856233
31862,3740645.8800736647
31863,8000412.529096922
31864,6382839.843748761
31865,5578232.980553832
31866,8985982.60212453
31867,4491463.135219953
31868,6154525.414724567
31869,2954808.979756765
31870,6273646.52778453
31871,11210300.729187792
31872,5582339.791650042
31873,4877474.788936365
31874,6425422.362893585
31875,4679929.97107321
31876,3986805.122479821
31877,4008007.8388905716
31878,5282213.563048889
31879,3504576.2676192136
31880,5318293.373053697
31881,18650237.893616296
31882,7318708.653243776
31883,3252280.3452639766
31884,4350697.148185331
31885,5790398.168750562
31886,6198863.642461917
31887,7135921.3973354185
31888,3549863.5511500323
31889,5195414.69741697
31890,15689960.998814505
31891,29672546.890047166
31892,2885578.7845357526
31893,3797976.6627750993
31894,5464711.298987344
31895,2987571.5666140076
31896,9031505.52653629
31897,6034578.152930853
31898,5278341.421065766
31899,5273122.488204411
31900,6789230.271252861
31901,5130895.708669828
31902,8934080.06787578
31903,6390017.07311495
31904,9263918.27517695
31905,4404115.272435096
31906,7755011.130312084
31907,3453618.8897603936
31908,5219919.503382148
31909,10697712.794120232
31910,4821803.381173896
31911,4484266.67023262
31912,5418353.105535703
31913,10305712.490773529
31914,14213634.967184411
31915,5013831.510087203
31916,4404115.272435096
31917,5669492.95191276
31918,4772205.702332437
31919,4444931.968376313
31920,5099028.436965894
31921,11012948.351151329
31922,2954808.979756765
31923,4247698.013983635
31924,5375696.917008198
31925,5013831.510087203
31926,6766177.030998706
31927,9101116.301184611
31928,10404944.132895881
31929,9646716.558651242
31930,3683619.3876634696
31931,6139600.363320155
31932,6487852.868542481
31933,4753687.910197184
31934,5784641.3039304
31935,5088619.388916664
31936,5351921.036609231
31937,3552118.7214996917
31938,7458183.892098505
31939,3191781.779263095
31940,5581455.277846889
31941,8532354.530488437
31942,11510245.212347345
31943,6372477.650714236
31944,13029922.187104588
31945,8988164.889023772
31946,10288946.197994396
31947,7592346.892647903
31948,5048192.096315129
31949,3238376.815314941
31950,6610935.981912371
31951,13323454.6964772
31952,4666483.008410009
31953,13323454.6964772
31954,5351921.036609231
31955,4307826.129000148
31956,5319702.892877599
31957,5722723.978063882
31958,14746904.414502624
31959,4581347.023359441
31960,4264501.9426712915
31961,3384600.91278971
31962,3563895.905184749
31963,4956059.914848469
31964,5654089.264348837
31965,12272254.7530321
31966,5750682.171286173
31967,5250952.008677039
31968,8568715.514198285
31969,8078636.7511557955
31970,3951124.059224366
31971,5063054.793757179
31972,4652968.330257783
31973,5166099.279970685
31974,4309996.955389161
31975,13483186.510467943
31976,7083829.872757601
31977,5928658.067780494
31978,3085135.5289287344
31979,9408189.368295511
31980,4842044.067379988
31981,4763788.828665627
31982,5225552.769091422
31983,8205652.059124866
31984,5031033.9948979
31985,3851869.973907093
31986,3681988.504286896
31987,11583352.958706832
31988,6243810.792611986
31989,4764331.543073229
31990,14226790.231307212
31991,8144910.167049124
31992,18531871.89251983
31993,3329136.941007486
31994,4873051.653071258
31995,22723834.585039604
31996,7135921.3973354185
31997,6202007.904337832
31998,4590029.708985225
31999,12558469.687301565
32000,6569658.777132227
32001,6737046.261248096
32002,3359102.257572202
32003,3496127.305452603
32004,8057137.046646884
32005,5928658.067780494
32006,5191181.41578159
32007,7124170.433293631
32008,5255954.50472917
32009,3705874.1164767803
32010,6439574.896785261
32011,5111542.502171446
32012,6232134.800886288
32013,8184184.606210748
32014,6737046.261248096
32015,4768693.360715835
32016,5873713.408328096
32017,6768572.174255387
32018,5214666.27779256
32019,24159387.517346308
32020,6116070.06648074
32021,8784655.44448756
32022,4981960.851731605
32023,12848621.973581027
32024,9119401.334253144
32025,9812071.92186982
32026,17580222.923839923
32027,3781609.279788811
32028,4455532.063641407
32029,11178754.911874706
32030,5180543.288005354
32031,4361844.248570864
32032,11751639.083921669
32033,14497627.422147937
32034,2954808.979756765
32035,5395351.33053692
32036,5119291.027097108
32037,11525188.031966548
32038,6492290.009514026
32039,10403450.685276693
32040,6383401.466027528
32041,4961057.834499836
32042,12780107.404208235
32043,8319956.930994482
32044,4098761.757293162
32045,12996974.844369162
32046,14650611.080310276
32047,4164075.970797543
32048,4068495.2042395724
32049,7791591.589971502
32050,5287877.297466939
32051,4726746.088251461
32052,6886107.320325983
32053,9887350.394306336
32054,24551369.032271057
32055,6718724.291735861
32056,6338644.154604251
32057,4395340.419728813
32058,16897495.460152507
32059,4735942.323061969
32060,7721574.0235608835
32061,4783683.009393421
32062,7950653.959694801
32063,5887551.524100849
32064,4357165.597432179
32065,6812505.46378678
32066,6812208.2761822445
32067,5332982.3464311
32068,3242404.7353466027
32069,2449417.788188146
32070,5472806.862582029
32071,7264520.217762704
32072,6060189.162169367
32073,7587819.985434559
32074,5428225.902687759
32075,5461554.56275439
32076,10779978.187147517
32077,3549863.5511500323
32078,12284784.012683367
32079,3359102.257572202
32080,7437632.28453622
32081,5071095.564337029
32082,4240032.457805853
32083,12366595.676968819
32084,5188455.226826665
32085,3906133.792168118
32086,7472045.598164389
32087,4775396.304768443
32088,4891393.954207477
32089,3547467.5202113357
32090,5738346.029256031
32091,4441711.228390696
32092,6346832.836288171
32093,12426707.585418012
32094,5123542.083259059
32095,6389784.576811989
32096,4671901.173649248
32097,4970278.645797785
32098,4693237.020334564
32099,3814754.0542710302
32100,4204743.373639208
32101,4453591.381711293
32102,16177825.852723058
32103,4395016.14364942
32104,7126034.233798197
32105,4699092.335113983
32106,6832801.37469117
32107,7711300.139788016
32108,6681382.369486582
32109,6081478.764009516
32110,4819683.891949338
32111,6181433.765117562
32112,8289358.259292784
32113,6680197.209080584
32114,4825648.352399318
32115,5293357.741393322
32116,3768818.3900653156
32117,8425492.403977554
32118,10409734.074608777
32119,8026410.0095802955
32120,6837814.434429929
32121,12158555.457884606
32122,3953787.2850026023
32123,6834522.373277983
32124,19021698.840823535
32125,8094257.986240735
32126,4993407.003766203
32127,3423949.6066083172
32128,18473809.215024143
32129,6193551.02580892
32130,6352780.34792399
32131,4385252.806405585
32132,4772205.702332437
32133,5064685.604318254
32134,4255220.914302547
32135,29400610.52207368
32136,5927146.472981418
32137,5525504.448907921
32138,6263699.570357861
32139,4043295.368427558
32140,3974148.8551282207
32141,4670459.603749667
32142,5625618.53094205
32143,6490749.721913613
32144,4071894.173413148
32145,2651624.318149178
32146,5554779.935980334
32147,6537851.228101573
32148,3999070.156755808
32149,4716267.604112713
32150,4835446.426517079
32151,8494334.116657667
32152,10100102.92313003
32153,4812471.122826898
32154,16906086.23851079
32155,33280215.11400403
32156,7845454.6987054655
32157,23022922.69945108
32158,7075830.937307389
32159,5609679.740331933
32160,8388408.082811339
32161,4453591.381711293
32162,10433197.328459261
32163,12339230.280980984
32164,10852864.38541471
32165,4585019.410264399
32166,3712706.924777557
32167,5898041.2815037295
32168,5668671.573417892
32169,3935726.8625606163
32170,4834999.806974256
32171,14516847.38691871
32172,7588845.027983859
32173,5922055.519345432
32174,6274113.459046541
32175,14248647.904561387
32176,4663387.913510927
32177,4183928.2067960533
32178,10448602.361091483
32179,3194134.142475769
32180,6700908.4207517095
32181,6920058.036773696
32182,9419764.492472658
32183,13645848.834737904
32184,3887576.7875480666
32185,8135681.725672607
32186,4986788.320626314
32187,9110563.744912857
32188,4328296.757557515
32189,4316780.634616921
32190,2954808.979756765
32191,4395016.14364942
32192,1337529.5036106138
32193,5596288.448747591
32194,12126738.579153502
32195,12311862.527277485
32196,4030718.3136312077
32197,6767257.3831170155
32198,11496276.144211838
32199,4200193.638077064
32200,5174685.420067007
32201,4717960.397164308
32202,5663659.443899978
32203,22723834.585039604
32204,6245796.731280735
32205,5022226.040157321
32206,7231882.852672273
32207,4311961.418316235
32208,4182765.943152666
32209,8145664.218452139
32210,26921879.859666355
32211,4531974.204419206
32212,7949003.36578525
32213,3782769.3910723655
32214,4690048.093321716
32215,4887637.39010732
32216,9938621.135712761
32217,4399113.308539257
32218,6471914.269176377
32219,6439574.896785261
32220,5797477.269143104
32221,10657953.678691465
32222,4774412.498931018
32223,4629884.491965013
32224,10537707.135169966
32225,5178255.139558546
32226,5331266.55384055
32227,7306297.776700042
32228,10263910.709134616
32229,7485410.608055035
32230,3123229.795667786
32231,4868590.08299516
32232,12318210.186348189
32233,4834490.170075467
32234,4896648.684355746
32235,5108409.291368457
32236,4169754.361788983
32237,13916100.763201054
32238,5084767.1960083125
32239,6638043.367557228
32240,5467626.931154495
32241,7279132.76795856
32242,5218078.954544068
32243,16544640.346139017
32244,4877198.463998882
32245,15331201.699985228
32246,3830654.4257773003
32247,4376468.313860424
32248,5287251.96650631
32249,4511455.339877615
