id,salary
31747,5823402.244745802
31748,4305163.32599771
31749,3729452.1944844625
31750,13376459.555994831
31751,7581617.282137324
31752,7704010.269792249
31753,5745024.446031617
31754,18125459.90828735
31755,6616029.321135086
31756,7952452.265113512
31757,4875236.068646262
31758,3521401.9694867423
31759,3708551.348528122
31760,13885960.904007811
31761,5291268.8749427525
31762,5108951.061446182
31763,5502508.82561735
31764,5774274.103335651
31765,4216036.109723971
31766,5687208.198497424
31767,2949514.8363703806
31768,7328908.210200259
31769,4680443.766931904
31770,11432964.458090598
31771,4075555.1402833867
31772,5386640.120577757
31773,6034370.058666656
31774,5784636.626312351
31775,7977448.171322776
31776,7697083.047628121
31777,4835500.757268298
31778,4379266.905265633
31779,10014150.515879802
31780,13924846.313113179
31781,4756835.022935774
31782,8202181.12459756
31783,4361636.067808599
31784,4241562.319889592
31785,7220524.743426191
31786,4772444.154223015
31787,4553903.599333923
31788,4438379.050811408
31789,4611925.47160106
31790,4718957.468286012
31791,5165811.931274632
31792,3194199.4565368798
31793,12015677.157897575
31794,7203809.538579505
31795,5066433.554508472
31796,9320813.171372816
31797,2374553.1377875404
31798,4126671.224945318
31799,5929635.477401166
31800,4379562.604983913
31801,7849469.909620029
31802,4095023.0809688745
31803,5030625.265052831
31804,4964677.875273371
31805,3987396.6884466973
31806,4584534.351118252
31807,5914921.070171539
31808,4126671.224945318
31809,12106528.294441074
31810,4546738.186837825
31811,3074565.687489594
31812,5343502.992787434
31813,3902485.965482439
31814,16795175.5873974
31815,5049225.382229085
31816,4777836.701615765
31817,13761276.914564442
31818,3024899.743267843
31819,9786149.75428979
31820,5894539.6420273315
31821,5080378.933064337
31822,8041036.841105819
31823,7423342.649497985
31824,3987396.6884466973
31825,23036353.985930607
31826,6862509.15028072
31827,14073312.713790046
31828,5080378.933064337
31829,6939716.857735423
31830,4126671.224945318
31831,6027032.989384473
31832,3617446.354824475
31833,7966365.09300608
31834,3929086.7749874415
31835,10644510.568871185
31836,7086081.672501892
31837,7903738.747705122
31838,9528520.60401773
31839,8041036.841105819
31840,5147433.265134502
31841,5228634.611952313
31842,5702035.404816026
31843,10446104.436206907
31844,4792911.025741808
31845,6760486.639241224
31846,10910143.44704585
31847,3460565.0404296033
31848,5667225.937143944
31849,11374529.442404334
31850,7096864.4080983065
31851,4403601.562562864
31852,4800171.213513385
31853,3874981.222451254
31854,5397306.119932233
31855,3820085.8840326164
31856,5358354.370029697
31857,12130750.28358724
31858,4662117.574770409
31859,4047479.29425647
31860,11850712.572741661
31861,5395757.97603913
31862,4360022.5667964695
31863,7351042.62512587
31864,5731935.800388227
31865,5037357.998898032
31866,9362277.972629368
31867,4964677.875273371
31868,7972214.161286107
31869,3194199.4565368798
31870,6270348.09089127
31871,10627271.730173938
31872,4948071.963621362
31873,4496868.920673279
31874,6030983.101485632
31875,4457462.61189287
31876,3731418.9170014123
31877,3733363.89286159
31878,4865103.495316132
31879,3948304.2422707165
31880,6526646.168549696
31881,17728663.36903448
31882,7339096.171510047
31883,3863049.4269135506
31884,5975577.077889147
31885,6116435.840336999
31886,5162398.932540586
31887,6574527.3860619785
31888,4722408.640360057
31889,4952447.6656954335
31890,13085107.953606773
31891,29233768.062922925
31892,3511480.073635345
31893,3929086.7749874415
31894,6779906.470686471
31895,3773681.7930960716
31896,8796811.17889109
31897,5950219.618831293
31898,5163056.88097666
31899,4897625.903973104
31900,6528795.986933957
31901,6076481.141261964
31902,8009217.567000512
31903,6960332.479975397
31904,9254510.530551499
31905,4800354.541463664
31906,8572355.264941325
31907,3459347.120105351
31908,5376046.231846759
31909,9987547.076757388
31910,4581632.997777194
31911,3421172.9618242756
31912,5080002.99731129
31913,8615466.036534104
31914,12977202.574555833
31915,4984095.463179661
31916,4800354.541463664
31917,6089965.972082866
31918,3929086.7749874415
31919,5710065.848093573
31920,5271736.256531303
31921,9701817.266603198
31922,3194199.4565368798
31923,4501593.169345906
31924,5291612.261792188
31925,4984095.463179661
31926,6123035.681904327
31927,8537692.248470671
31928,9705420.255877743
31929,7581617.282137324
31930,4229158.761407302
31931,5830117.800782205
31932,5691689.71203236
31933,4967386.612241291
31934,5241861.82346859
31935,5241345.304831444
31936,4608296.210401136
31937,4520381.350095585
31938,6535150.976920121
31939,3621580.8345750785
31940,5022535.959651135
31941,8141539.9997050995
31942,9946845.79185216
31943,5946566.3730674125
31944,12883739.40787412
31945,7682485.508222458
31946,11322888.914830603
31947,7032958.025798542
31948,4512381.889448141
31949,4920989.951389813
31950,6137657.960886969
31951,13382901.523719737
31952,5126879.823198751
31953,13382901.523719737
31954,4608296.210401136
31955,5473011.385411852
31956,5046262.750692287
31957,5121788.836076662
31958,13951669.960569404
31959,5985637.981987554
31960,5537522.010845298
31961,3692671.8863278753
31962,4271475.180728796
31963,4937045.09735635
31964,6527371.035865109
31965,11225229.036911422
31966,6518340.789053608
31967,4920989.951389813
31968,8449590.28786686
31969,8866807.389260178
31970,4428749.104549737
31971,5545157.534378422
31972,5790546.991744371
31973,4768985.013814032
31974,4658254.1802407345
31975,14174591.214010715
31976,6910221.833410153
31977,5780188.629213588
31978,3683505.050711957
31979,8661409.612066817
31980,5629395.204459941
31981,4477346.316142396
31982,4772444.154223015
31983,8009870.190958791
31984,5698860.668379979
31985,4985264.170528956
31986,3929932.372266344
31987,11322000.50307471
31988,7151434.157683591
31989,4421642.781688807
31990,13612426.7934115
31991,7128774.085826136
31992,18507978.02774531
31993,3987396.6884466973
31994,5085995.604660518
31995,23153108.854743257
31996,6574527.3860619785
31997,5397178.918991263
31998,4098901.8628840325
31999,10785502.074418688
32000,6209357.130798392
32001,6894316.887762707
32002,3994218.6076217806
32003,3949760.7572162407
32004,7415601.412080405
32005,5780188.629213588
32006,5754283.60877162
32007,6803796.877221758
32008,4886977.154375155
32009,4641428.786851382
32010,6686786.710041674
32011,4558147.206029209
32012,8224268.05211355
32013,7249437.113899503
32014,6894316.887762707
32015,4912360.232859182
32016,6273914.4073329605
32017,6931200.997747464
32018,5680987.724014208
32019,20368847.807627644
32020,6550057.83649448
32021,8452514.011337677
32022,4603631.336471301
32023,11586905.112315152
32024,8457056.958982915
32025,10058014.76931164
32026,15304406.010044396
32027,4441444.411412194
32028,4800354.541463664
32029,12239149.850680718
32030,4725495.383504616
32031,4680443.766931904
32032,10456548.021988343
32033,14703311.429603372
32034,3194199.4565368798
32035,5086366.18260463
32036,5377026.533113084
32037,11880270.817113126
32038,6454572.858812152
32039,10692403.159941215
32040,6253538.705311641
32041,5206315.913724083
32042,12699068.932728812
32043,9236106.315371878
32044,4410031.591295395
32045,12141507.676116645
32046,14405262.145840274
32047,5009238.492695992
32048,3874981.222451254
32049,8240364.930270111
32050,6238119.3004360385
32051,5053633.642029087
32052,6635114.547850796
32053,9988550.766335556
32054,25294566.987122793
32055,7626728.871600573
32056,5768732.052601829
32057,5204619.652743937
32058,14913979.82736703
32059,4687226.686973768
32060,7082509.905488378
32061,5336475.261575609
32062,8041036.841105819
32063,5277815.778512294
32064,5065361.805311869
32065,6350105.130038822
32066,5575933.6214976385
32067,5416558.08605741
32068,3718622.1578658377
32069,3133926.3373202262
32070,4903785.196944335
32071,6744357.076158179
32072,6114767.140594544
32073,7389415.599150933
32074,5167117.789575115
32075,5869247.17044995
32076,11166327.451095307
32077,4722408.640360057
32078,11330372.24383293
32079,3994218.6076217806
32080,6465401.8953810455
32081,4366229.087283645
32082,4755088.81305556
32083,12586165.372458935
32084,5547979.733684022
32085,4416646.04279021
32086,7328908.210200259
32087,5090679.1187527245
32088,4407567.166281763
32089,4308238.28605065
32090,5366977.392037945
32091,4821192.60280798
32092,5974775.563922085
32093,12526812.095430436
32094,4741455.179489447
32095,5764425.781373258
32096,5201670.33810445
32097,4590791.482924925
32098,4379266.905265633
32099,3968576.910293176
32100,3647419.2640828765
32101,4384444.441851828
32102,15650532.889014514
32103,5317333.5208682325
32104,7057076.948015051
32105,5191002.058912135
32106,7041455.338207318
32107,7706182.178628839
32108,7260841.835853679
32109,7894213.267389386
32110,5155785.844650096
32111,5636637.381488888
32112,8021859.327680003
32113,5738469.853638361
32114,5435884.489718451
32115,5973327.033705467
32116,3756085.4773189626
32117,7664937.634831588
32118,10302265.502952531
32119,6937667.659041835
32120,7814174.921390714
32121,11473082.951957384
32122,3929304.977680811
32123,5981527.303289192
32124,17693731.410864048
32125,7725125.254285746
32126,5086651.3256930085
32127,3737108.0540905437
32128,18722377.274930157
32129,6203182.665814192
32130,5255535.35303752
32131,3951611.0102491933
32132,3929086.7749874415
32133,4776831.62624546
32134,4810791.104121622
32135,29237176.071438
32136,6142548.872342506
32137,5258243.818074895
32138,7302533.563334144
32139,4782316.85853523
32140,4447698.727138805
32141,4633043.364473436
32142,5331254.359967179
32143,8912098.199942242
32144,5310590.107209602
32145,3365957.9728870513
32146,4724911.055559126
32147,6493373.8389685815
32148,4747664.662458381
32149,3582482.471412014
32150,4727595.228234494
32151,8266970.728741152
32152,9807036.092266994
32153,5373615.73963588
32154,16619328.274098925
32155,30585349.11019786
32156,6580486.495006794
32157,22299100.547441103
32158,6220451.063772334
32159,5203740.179866679
32160,6576563.948006614
32161,4384444.441851828
32162,14476980.165961659
32163,12425393.533624062
32164,10561818.919322189
32165,5109886.948143546
32166,4126671.224945318
32167,5619698.593067179
32168,7107078.833539784
32169,4400700.901069606
32170,4645832.65901003
32171,14892708.211916016
32172,8135375.480691996
32173,5321592.2386936005
32174,6706960.710241895
32175,10529932.474781815
32176,5586395.6838830365
32177,4636579.520198632
32178,12176035.682053795
32179,3553210.324936404
32180,7716566.574862532
32181,6644971.440700067
32182,10266397.20449746
32183,13985511.704265967
32184,5510429.481719356
32185,10716283.500204489
32186,4723407.23538151
32187,7369659.9320821185
32188,4369818.398190577
32189,4281732.720906047
32190,3194199.4565368798
32191,5317333.5208682325
32192,1342222.471374177
32193,5468378.939834004
32194,13091813.189255385
32195,12030988.937387578
32196,4006699.713622548
32197,4675818.645540651
32198,11591521.581174703
32199,4483929.747647691
32200,5442623.229606161
32201,5063588.021872999
32202,5443226.745571435
32203,23153108.854743257
32204,6638580.448417112
32205,4666743.9957520645
32206,6744515.413916308
32207,4484637.043267151
32208,4457556.344669015
32209,7806500.807156153
32210,28986901.67523233
32211,3842294.043636288
32212,7750864.50635978
32213,4179723.6647041515
32214,4601293.83716729
32215,6503768.307108264
32216,9471840.633476023
32217,4665618.095552424
32218,5941492.232129773
32219,6686786.710041674
32220,5244102.863798169
32221,11950561.528666472
32222,4217013.54947747
32223,4791450.817107121
32224,12304207.360588994
32225,5216735.381812647
32226,5127902.427324628
32227,6832630.489759201
32228,9646180.535481486
32229,6646655.272496183
32230,3621819.534201811
32231,4807623.236296237
32232,11045269.124883581
32233,4126671.224945318
32234,4316475.164006978
32235,5529418.260224618
32236,4668349.250522749
32237,13735277.7538005
32238,4473358.050740542
32239,6250468.448768016
32240,5272163.156334314
32241,6053416.309914844
32242,5560164.136615546
32243,14000102.782569177
32244,4435289.730668362
32245,14207973.889963306
32246,3136941.4955428233
32247,4501593.169345906
32248,5896218.256899925
32249,4353677.995214183
32250,12106528.294441074
32251,15671037.444289275
32252,9609753.04399097
32253,8341232.310405869
32254,9281587.60901302
32255,14298266.411420986
32256,6502619.457638518
32257,9176389.941401895
32258,36877739.312243976
32259,8417636.1506972
32260,4982917.7124252105
32261,4905944.671930884
32262,10291003.055695372
32263,4687699.007483622
32264,4681996.883454714
32265,5752350.4623217825
32266,5539787.040966528
32267,5448683.834988769
32268,4126671.224945318
32269,7755836.279764277
32270,7977448.171322776
32271,5168966.780454361
32272,12106528.294441074
32273,5910148.875346933
32274,6437000.255578658
32275,4544207.048406125
32276,12075291.195318837
32277,2429586.071655071
32278,4245977.935517771
32279,6941234.553941194
32280,4454189.573691136
32281,4835364.024504974
32282,4454121.2170625795
32283,7255724.787051093
32284,4774308.528699516
32285,23288580.258444436
32286,4471019.196623053
32287,5839414.3799803415
32288,8266970.728741152
32289,3194199.4565368798
32290,6017222.80557875
32291,6180262.036702058
32292,5040251.048300526
32293,15741187.111791462
32294,3599120.77985302
32295,4326237.247027928
32296,7081263.374077652
32297,8457364.041180892
32298,7620181.829781601
32299,6912498.2842668565
32300,4698599.172576827
32301,7739783.25792492
32302,3854742.4833361586
32303,5584511.628885325
32304,4087664.270505584
32305,3847677.1492462936
32306,8421271.710603574
32307,6448967.337282128
32308,4877919.981660715
32309,10314249.927001128
32310,5440742.943130204
32311,18125459.90828735
32312,11884385.71593577
32313,14657765.21027563
32314,3760108.3246404757
32315,6477433.393466108
32316,14879622.648576744
32317,3921316.0745643745
32318,6850494.569684605
32319,5557532.295575328
32320,5053496.765317662
32321,6300447.53813218
32322,5830117.800782205
32323,9515798.000570046
32324,5929105.201399383
32325,14703311.429603372
32326,5112138.308937255
32327,7898348.723486631
32328,23561398.724122208
32329,6993337.019502026
32330,4048198.2899302104
32331,4418060.444095994
32332,5262861.839124224
32333,7782933.632708987
32334,4755088.81305556
32335,5822009.230253286
32336,5919010.694970299
32337,6265434.228860208
32338,3336411.1432657274
32339,5273877.209996363
32340,4564871.924041581
32341,4326292.377282986
32342,4053957.0005144835
32343,13548635.403098386
32344,6757643.161478729
32345,2822168.6369315083
32346,6231155.29656543
32347,5315190.837499512
32348,8159106.1024625655
32349,4890075.256975008
32350,9087362.470352903
32351,4967386.612241291
32352,5744132.022108343
32353,4126671.224945318
32354,8521926.350142067
32355,3767241.3836765317
32356,4846331.263545554
32357,5468378.939834004
32358,5285059.75907395
32359,6365901.181546984
32360,4423256.871938897
32361,3194199.4565368798
32362,3466171.7747497507
32363,4360022.5667964695
32364,21158121.418043755
32365,6331793.005795192
32366,2429586.071655071
32367,4547233.498724789
32368,5843676.085759202
32369,6058014.084395308
32370,3680266.218203908
32371,4487153.7903563585
32372,6998471.284251689
32373,5910001.724521942
32374,4351672.849023601
32375,4722408.640360057
32376,3929932.372266344
32377,17255748.075293228
32378,4803774.456522382
32379,5163056.88097666
32380,5312895.158711333
32381,7133953.298310165
32382,13438917.468056187
32383,8305025.767195361
32384,6798892.508743533
32385,5841420.948069819
32386,3636029.543152035
32387,12586165.372458935
32388,14553946.213259755
32389,3074565.687489594
32390,2987943.4726437074
32391,25828862.96602762
32392,4981824.5784589145
32393,4734856.246378968
32394,4723281.263084479
32395,12106528.294441074
32396,5858719.389154442
32397,8512534.200610807
32398,8169525.817731756
32399,17859383.390930727
32400,25828862.96602762
32401,8115667.889526828
32402,3994218.6076217806
32403,12908939.039767018
32404,7299299.613094145
32405,6488275.881367311
32406,5203740.179866679
32407,4991667.312677121
32408,7379306.102839379
32409,9066895.402732555
32410,10575760.370604852
32411,6567952.855550397
32412,2702722.685869175
32413,4353677.995214183
32414,6594407.658246044
32415,5522017.5541449925
32416,4798980.452747855
32417,5084355.126660449
32418,5599129.745430054
32419,7453302.187782975
32420,6339875.894393146
32421,4967386.612241291
32422,5945503.429793047
32423,7952593.872621151
32424,5379578.403171074
32425,12687055.425224207
32426,4524672.826490404
32427,2513081.6146280216
32428,4699710.650382627
32429,5906017.839418225
32430,4684228.202185662
32431,5754283.60877162
32432,3753269.4234541403
32433,9297437.363325609
32434,4229158.761407302
32435,5012951.718914817
32436,4003414.208479466
32437,5072597.401917457
32438,4283612.915417393
32439,6138204.578024498
32440,10343590.031426486
32441,8046871.383367653
32442,12860452.26148275
32443,4973963.728167048
32444,4281732.720906047
32445,7274970.5861477945
32446,6001081.60275174
32447,6714205.197938276
32448,12989015.779416878
32449,7696343.3595718695
32450,15038296.303188575
32451,12899277.75556001
32452,9740931.939456662
32453,6549352.98863494
32454,6189054.1243011635
32455,5804155.083705781
32456,12326595.020813622
32457,11387808.202973634
32458,4924361.918235668
32459,4519337.800490251
32460,3356907.3668312645
32461,7607040.09080266
32462,4344579.212826547
32463,3929086.7749874415
32464,6055055.630009181
32465,4884819.534752576
32466,7534664.281495212
32467,6239729.993151064
32468,7299299.613094145
32469,4544207.048406125
32470,15980268.677950308
32471,6003664.054330984
32472,5113518.986646849
32473,9882075.245294113
32474,9558705.09106642
32475,5201730.494613459
32476,12052670.352269812
32477,6781002.193562711
32478,4488138.238409423
32479,8223479.715400376
32480,4183183.5614923458
32481,4945963.774752488
32482,3464199.50086409
32483,4979635.747664858
32484,8898271.402074825
32485,5509551.238181664
32486,4376360.212379213
32487,5424170.685503537
32488,4241305.604697978
32489,5359584.15471908
32490,3044501.749028121
32491,17255748.075293228
32492,4777444.586922383
32493,5844894.016051631
32494,11045269.124883581
32495,4314985.726404099
32496,4457556.344669015
32497,7041455.338207318
32498,3652611.471680514
32499,4925032.871413868
32500,18125459.90828735
32501,9437210.326891745
32502,5596483.230490443
32503,8578912.634990614
32504,4614465.114206344
32505,8041036.841105819
32506,5426089.961566255
32507,5379578.403171074
32508,14320425.783321893
32509,2429586.071655071
32510,13024194.695311615
32511,3136941.4955428233
32512,8318961.190609126
32513,4557705.568345878
32514,7189242.166121701
32515,3458890.888060727
32516,3421172.9618242756
32517,8220425.744960787
32518,4614465.114206344
32519,6423758.849073663
32520,3511480.073635345
32521,6667774.450175556
32522,8820327.862723263
32523,3925358.2162389336
32524,4376360.212379213
32525,4317073.705002105
32526,5016281.019230487
32527,6118913.345646802
32528,5080386.946721473
32529,11434674.239872333
32530,5606664.068769814
32531,7912512.409352779
32532,7161871.273654741
32533,5962351.628905094
32534,6453920.03565561
32535,4313612.038773695
32536,4895866.733860436
32537,4524689.728275435
32538,5312895.439321547
32539,5253243.676776896
32540,5815040.642020885
32541,3281971.3399177818
32542,6121576.318076147
32543,12667504.02894269
32544,4590472.1439654855
32545,5514520.589094026
32546,4549866.522068988
32547,4551960.497782786
32548,6039558.54004412
32549,3776515.97699596
32550,7891503.722202818
32551,5895426.842624207
32552,5232042.417201033
32553,4247239.158233086
32554,17234020.299370803
32555,4144215.3552437928
32556,4194829.968684594
32557,4559738.375531121
32558,6366259.182171337
32559,5373569.731750497
32560,6407424.717389224
32561,7001613.722275954
32562,7649279.099550954
32563,3213558.723303613
32564,3400502.387317724
32565,3465105.5767038725
32566,3732203.3891619444
32567,5346562.820798041
32568,5087382.568463069
32569,5416558.08605741
32570,4585486.214095912
